,0,1,2,3,4,5,6
tt1374992,['Juan Solanas'],nm0812626,"['Juan Solanas (screenplay)', 'Juan Solanas (adaptation)']","['nm0812626', 'nm0812626', 'edits#writers']","['Jim Sturgess', 'Kirsten Dunst', 'Timothy Spall']","['nm0836343', 'nm0000379', 'nm0001758']",45
tt1092634,['Mikael Håfström'],nm0405632,['Hossein Amini'],['nm0024925'],"['John Cusack', 'Li Gong', 'Yun-Fat Chow']","['nm0000131', 'nm0000084', 'nm0000334']",36
tt1823672,['Neill Blomkamp'],nm0088955,"['Neill Blomkamp', 'Terri Tatchell']","['nm0088955', 'nm2833612']","['Sharlto Copley', 'Dev Patel', 'Hugh Jackman']","['nm1663205', 'nm2353862', 'nm0413168']",41
tt1781769,['Joe Wright'],nm0942504,"['Tom Stoppard (screenplay)', 'Leo Tolstoy (novel)']","['nm0001779', 'nm0866243']","['Keira Knightley', 'Jude Law', 'Aaron Taylor-Johnson']","['nm0461136', 'nm0000179', 'nm1093951']",63
tt2446042,['Olivier Megaton (as Olivier Mégaton)'],nm0576298,"['Luc Besson', 'Robert Mark Kamen']","['nm0000108', 'nm0436543', 'edits#writers']","['Liam Neeson', 'Forest Whitaker', 'Maggie Grace']","['nm0000553', 'nm0001845', 'nm1192254']",26
tt7401588,['Sean Anders'],nm1890845,"['Sean Anders', 'John Morris']","['nm1890845', 'nm1898234']","['Mark Wahlberg', 'Rose Byrne', 'Isabela Merced']","['nm0000242', 'nm0126284', 'nm5097044']",57
tt0808510,['Michael Lembeck'],nm0501185,"['Lowell Ganz (screenplay)', 'Babaloo Mandel (screenplay)']","['nm0304665', 'nm0541632', 'edits#writers']","['Dwayne Johnson', 'Ashley Judd', 'Julie Andrews']","['nm0425005', 'nm0000171', 'nm0000267']",36
tt1355631,['Brad Furman'],nm1026778,"['Ellen Furman (screenplay) (as Ellen Brown Furman)', 'Robert Mazur (based on the book on)']","['nm5984688', 'nm2452397']","['Bryan Cranston', 'John Leguizamo', 'Diane Kruger']","['nm0186505', 'nm0000491', 'nm1208167']",66
tt2543164,['Denis Villeneuve'],nm0898288,"['Eric Heisserer (screenplay by)', 'Ted Chiang (based on the story ""Story of Your Life"" written by)']","['nm2104063', 'nm5384213']","['Amy Adams', 'Jeremy Renner', 'Forest Whitaker']","['nm0010736', 'nm0719637', 'nm0001845']",81
tt1075747,['Jimmy Hayward'],nm0371755,"['Mark Neveldine (screenplay) (as Neveldine)', 'Brian Taylor (screenplay) (as Taylor)']","['nm0004410', 'nm0962729', 'edits#writers']","['Josh Brolin', 'Megan Fox', 'John Malkovich']","['nm0000982', 'nm1083271', 'nm0000518']",33
tt0490215,['Martin Scorsese'],nm0000217,"['Jay Cocks (screenplay by)', 'Martin Scorsese (screenplay by)']","['nm0168379', 'nm0000217', 'edits#writers']","['Andrew Garfield', 'Adam Driver', 'Liam Neeson']","['nm1940449', 'nm3485845', 'nm0000553']",79
tt0485947,['Jaco Van Dormael'],nm0233757,['Jaco Van Dormael'],['nm0233757'],"['Jared Leto', 'Sarah Polley', 'Diane Kruger']","['nm0001467', 'nm0001631', 'nm1208167']",63
tt1392214,['Denis Villeneuve'],nm0898288,['Aaron Guzikowski'],['nm3360706'],"['Hugh Jackman', 'Jake Gyllenhaal', 'Viola Davis']","['nm0413168', 'nm0350453', 'nm0205626']",70
tt1397280,['Olivier Megaton'],nm0576298,"['Luc Besson', 'Robert Mark Kamen']","['nm0000108', 'nm0436543', 'edits#writers']","['Liam Neeson', 'Famke Janssen', 'Maggie Grace']","['nm0000553', 'nm0000463', 'nm1192254']",45
tt4765284,['Trish Sie'],nm2586324,"['Kay Cannon (screenplay by)', 'Mike White (screenplay by)']","['nm0134224', 'nm0925234', 'edits#writers']","['Anna Kendrick', 'Rebel Wilson', 'Brittany Snow']","['nm0447695', 'nm2313103', 'nm0811242']",40
tt3631112,['Tate Taylor'],nm0853238,"['Erin Cressida Wilson (screenplay by)', 'Paula Hawkins (based on the novel by)']","['nm0933379', 'nm6391502']","['Emily Blunt', 'Haley Bennett', 'Rebecca Ferguson']","['nm1289434', 'nm2247245', 'nm0272581']",48
tt1038919,['Andy Tennant'],nm0855035,['Sarah Thorp'],['nm0861638'],"['Jennifer Aniston', 'Gerard Butler', 'Gio Perez']","['nm0000098', 'nm0124930', 'nm1631320']",22
tt1711525,"['Josh Gordon', 'Will Speck']",nm0330347,"['Jon Lucas (story by)', 'Scott Moore (story by)']","['nm0524190', 'nm0601859', 'edits#writers']","['Jason Bateman', 'Olivia Munn', 'T.J. Miller']","['nm0000867', 'nm1601397', 'nm2554352']",42
tt1615065,['Oliver Stone'],nm0000231,"['Shane Salerno (screenplay)', 'Don Winslow (screenplay)']","['nm0004307', 'nm0972454', 'edits#writers']","['Aaron Taylor-Johnson', 'Taylor Kitsch', 'Blake Lively']","['nm1093951', 'nm2018237', 'nm0515116']",59
tt1086772,['Frank Coraci'],nm0178997,"['Ivan Menchell', 'Clare Sera']","['nm0578771', 'nm0784771']","['Adam Sandler', 'Drew Barrymore', 'Wendi McLendon-Covey']","['nm0001191', 'nm0000106', 'nm1018488']",31
tt1666185,['Benny Boom'],nm1534600,"['Jeremy Haft', 'Eddie Gonzalez']","['nm0353183', 'nm0327659', 'edits#writers']","['Demetrius Shipp Jr.', 'Danai Gurira', 'Kat Graham']","['nm7447307', 'nm1775091', 'nm0334159']",38
tt1946502,['Kelly Asbury'],nm0038432,"['Alison Peck (screenplay by)', 'Robert Rodriguez (story by)']","['nm10645228', 'nm0001675', 'edits#writers']","['Kelly Clarkson', 'Nick Jonas', 'Janelle Monáe']","['nm1225628', 'nm2679917', 'nm1847117']",39
tt1139328,['Roman Polanski'],nm0000591,"['Robert Harris (screenplay)', 'Roman Polanski (screenplay)']","['nm0365249', 'nm0000591', 'edits#writers']","['Ewan McGregor', 'Pierce Brosnan', 'Olivia Williams']","['nm0000191', 'nm0000112', 'nm0931404']",77
tt1343727,['Pete Travis'],nm0871428,"['John Wagner (characters)', 'Carlos Ezquerra (characters)']","['nm0905957', 'nm0264338', 'edits#writers']","['Karl Urban', 'Olivia Thirlby', 'Lena Headey']","['nm0881631', 'nm1880888', 'nm0372176']",60
tt0376136,['Bruce Robinson'],nm0732430,"['Bruce Robinson (screenplay)', 'Hunter S. Thompson (novel)']","['nm0732430', 'nm0860219']","['Johnny Depp', 'Giovanni Ribisi', 'Aaron Eckhart']","['nm0000136', 'nm0000610', 'nm0001173']",56
tt3289724,['Robert Zemeckis'],nm0000709,"['Robert Zemeckis (screenplay by)', 'Caroline Thompson (screenplay by)']","['nm0000709', 'nm0003031']","['Steve Carell', 'Falk Hentschel', ""Matt O'Leary""]","['nm0136797', 'nm1571804', 'nm0641610']",40
tt1634122,['Oliver Parker'],nm0662529,"['Hamish McColl (screenplay)', 'William Davies (story)']","['nm0566100', 'nm0204030', 'edits#writers']","['Rowan Atkinson', 'Rosamund Pike', 'Dominic West']","['nm0000100', 'nm0683253', 'nm0922035']",46
tt1024648,['Ben Affleck'],nm0000255,"['Chris Terrio (screenplay by)', 'Tony Mendez (based on a selection from ""The Master of Disguise"" by) (as Antonio J. Mendez)']","['nm0006516', 'nm5410196', 'edits#writers']","['Ben Affleck', 'Bryan Cranston', 'John Goodman']","['nm0000255', 'nm0186505', 'nm0000422']",86
tt1438254,['Burr Steers'],nm0824882,"['Craig Pearce (screenplay)', 'Lewis Colick (screenplay)']","['nm0668902', 'nm0171474', 'edits#writers']","['Zac Efron', 'Kim Basinger', 'Charlie Tahan']","['nm1374980', 'nm0000107', 'nm2253071']",37
tt2788710,"['Evan Goldberg', 'Seth Rogen']",nm1698571,"['Dan Sterling (screenplay)', 'Seth Rogen (story)']","['nm1003839', 'nm0736622', 'edits#writers']","['James Franco', 'Seth Rogen', 'Randall Park']","['nm0290556', 'nm0736622', 'nm1320827']",52
tt2404463,['Paul Feig'],nm0082450,['Katie Dippold'],['nm1767754'],"['Sandra Bullock', 'Michael McDonald', 'Melissa McCarthy']","['nm0000113', 'nm0567912', 'nm0565250']",60
tt5177088,['Fede Alvarez'],nm1793079,"['David Lagercrantz (based on the novel by)', 'Stieg Larsson (with characters introduced in the Millenium series by)']","['nm5409198', 'nm2297183', 'edits#writers']","['Claire Foy', 'Beau Gadsdon', 'Sverrir Gudnason']","['nm2946516', 'nm7917803', 'nm0345695']",43
tt0472399,['Simon West'],nm0922346,"['Richard Wenk (screenplay)', 'Lewis John Carlino (screenplay)']","['nm0921013', 'nm0137573', 'edits#writers']","['Jason Statham', 'Ben Foster', 'Donald Sutherland']","['nm0005458', 'nm0004936', 'nm0000661']",49
tt1232829,"['Phil Lord', 'Christopher Miller']",nm0520488,"['Michael Bacall (screenplay)', 'Michael Bacall (story)']","['nm0045209', 'nm0045209', 'edits#writers']","['Jonah Hill', 'Channing Tatum', 'Ice Cube']","['nm1706767', 'nm1475594', 'nm0001084']",69
tt2334871,['Jonathan Levine'],nm1349522,['Katie Dippold'],['nm1767754'],"['Amy Schumer', 'Goldie Hawn', 'Kim Caramele']","['nm2154960', 'nm0000443', 'nm5671708']",45
tt1648179,['Frank Coraci'],nm0178997,"['Allan Loeb', 'Kevin James']","['nm1615610', 'nm0416673']","['Kevin James', 'Salma Hayek', 'Henry Winkler']","['nm0416673', 'nm0000161', 'nm0001857']",40
tt1486185,['Catherine Hardwicke'],nm0362566,['David Leslie Johnson-McGoldrick (as David Leslie Johnson)'],['nm0424901'],"['Amanda Seyfried', 'Lukas Haas', 'Gary Oldman']","['nm1086543', 'nm0001305', 'nm0000198']",29
tt1598828,['Julie Anne Robinson'],nm1455688,"['Stacy Sherman (screenplay)', 'Karen Ray (screenplay)']","['nm1995411', 'nm4558594', 'edits#writers']","['Katherine Heigl', ""Jason O'Mara"", 'Daniel Sunjata']","['nm0001337', 'nm0641816', 'nm0839326']",22
tt1568338,['Asger Leth'],nm1300606,['Pablo F. Fenjves'],['nm0271854'],"['Sam Worthington', 'Elizabeth Banks', 'Jamie Bell']","['nm0941777', 'nm0006969', 'nm0068260']",40
tt1032751,['Sngmoo Lee'],nm2788363,['Sngmoo Lee'],['nm2788363'],"['Dong-Gun Jang', 'Kate Bosworth', 'Geoffrey Rush']","['nm0417520', 'nm0098378', 'nm0001691']",45
tt1149361,['Jean-Pierre Jeunet (as Jean Pierre Jeunet)'],nm0000466,"['Jean-Pierre Jeunet (scenario) (as Jean Pierre Jeunet)', 'Guillaume Laurant (scenario)']","['nm0000466', 'nm0491011', 'edits#writers']","['Dany Boon', 'André Dussollier', 'Nicolas Marié']","['nm0200702', 'nm0244707', 'nm0548169']",62
tt2066051,['Dexter Fletcher'],nm0002077,['Lee Hall'],['nm0355822'],"['Taron Egerton', 'Jamie Bell', 'Richard Madden']","['nm5473782', 'nm0068260', 'nm0534635']",69
tt1053810,['David Frankel'],nm0291205,"['Howard Franklin (screenplay)', 'Mark Obmascik (book)']","['nm0291442', 'nm2696996']","['Owen Wilson', 'Jack Black', 'Steve Martin']","['nm0005562', 'nm0085312', 'nm0000188']",53
tt0087538,['John G. Avildsen'],nm0000814,['Robert Mark Kamen'],['nm0436543'],"['Ralph Macchio', 'Pat Morita', 'Elisabeth Shue']","['nm0001494', 'nm0001552', 'nm0000223']",60
tt2322441,['Sam Taylor-Johnson'],nm0853374,"['Kelly Marcel (screenplay by)', 'E.L. James (based on the novel by)']","['nm0545150', 'nm1093317']","['Dakota Johnson', 'Jamie Dornan', 'Jennifer Ehle']","['nm0424848', 'nm1946193', 'nm0000383']",46
tt1800241,['David O. Russell'],nm0751102,"['Eric Warren Singer', 'David O. Russell']","['nm2545235', 'nm0751102']","['Christian Bale', 'Amy Adams', 'Bradley Cooper']","['nm0000288', 'nm0010736', 'nm0177896']",90
tt6146586,['Chad Stahelski'],nm0821432,"['Derek Kolstad (screenplay by)', 'Shay Hatten (screenplay by)']","['nm4401003', 'nm8748334', 'edits#writers']","['Keanu Reeves', 'Halle Berry', 'Ian McShane']","['nm0000206', 'nm0000932', 'nm0574534']",73
tt2872732,['Luc Besson'],nm0000108,['Luc Besson'],['nm0000108'],"['Scarlett Johansson', 'Morgan Freeman', 'Min-sik Choi']","['nm0424060', 'nm0000151', 'nm0158856']",61
tt1091191,['Peter Berg'],nm0000916,"['Peter Berg', 'Marcus Luttrell (book)']","['nm0000916', 'nm2877226', 'edits#writers']","['Mark Wahlberg', 'Taylor Kitsch', 'Emile Hirsch']","['nm0000242', 'nm2018237', 'nm0386472']",60
tt3065204,['James Wan'],nm1490123,"['Chad Hayes (screenplay by)', 'Carey W. Hayes (screenplay by)']","['nm0370937', 'nm0370928', 'edits#writers']","['Vera Farmiga', 'Patrick Wilson', 'Madison Wolfe']","['nm0267812', 'nm0933940', 'nm4068901']",65
tt1285016,['David Fincher'],nm0000399,"['Aaron Sorkin (screenplay)', 'Ben Mezrich (book)']","['nm0815070', 'nm0583826']","['Jesse Eisenberg', 'Andrew Garfield', 'Justin Timberlake']","['nm0251986', 'nm1940449', 'nm0005493']",95
tt4425200,['Chad Stahelski'],nm0821432,"['Derek Kolstad', 'Derek Kolstad (based on characters created by)']","['nm4401003', 'nm4401003']","['Keanu Reeves', 'Riccardo Scamarcio', 'Ian McShane']","['nm0000206', 'nm1249052', 'nm0574534']",75
tt2869728,['Tim Story'],nm1103162,"['Phil Hay', 'Matt Manfredi']","['nm0006534', 'nm0542062', 'edits#writers']","['Ice Cube', 'Kevin Hart', 'Tika Sumpter']","['nm0001084', 'nm0366389', 'nm1754366']",32
tt2561572,['Etan Cohen'],nm1000113,"['Jay Martel (screenplay)', 'Ian Roberts (screenplay)']","['nm1007602', 'nm0731168', 'edits#writers']","['Will Ferrell', 'Kevin Hart', 'Alison Brie']","['nm0002071', 'nm0366389', 'nm1555340']",34
tt2140479,"[""Gavin O'Connor""]",nm0640334,['Bill Dubuque'],['nm4057793'],"['Ben Affleck', 'Anna Kendrick', 'J.K. Simmons']","['nm0000255', 'nm0447695', 'nm0799777']",51
tt2096672,"['Bobby Farrelly', 'Peter Farrelly']",nm0268370,"['Sean Anders', 'John Morris']","['nm1890845', 'nm1898234', 'edits#writers']","['Jim Carrey', 'Jeff Daniels', 'Rob Riggle']","['nm0000120', 'nm0001099', 'nm1443527']",36
tt2203939,['Nick Cassavetes'],nm0001024,['Melissa Stack (as Melissa K. Stack)'],['nm2602433'],"['Cameron Diaz', 'Leslie Mann', 'Kate Upton']","['nm0000139', 'nm0005182', 'nm4478322']",39
tt2361509,['Nancy Meyers'],nm0583600,['Nancy Meyers'],['nm0583600'],"['Robert De Niro', 'Anne Hathaway', 'Rene Russo']","['nm0000134', 'nm0004266', 'nm0000623']",51
tt3682448,['Steven Spielberg'],nm0000229,"['Matt Charman', 'Ethan Coen']","['nm4131020', 'nm0001053', 'edits#writers']","['Tom Hanks', 'Mark Rylance', 'Alan Alda']","['nm0000158', 'nm0753314', 'nm0000257']",81
tt2119543,['Eli Roth'],nm0744834,"['John Bellairs (based on the novel by)', 'Eric Kripke (screenplay by)']","['nm0068662', 'nm0471392']","['Jack Black', 'Cate Blanchett', 'Owen Vaccaro']","['nm0085312', 'nm0000949', 'nm6236783']",57
tt2119532,['Mel Gibson'],nm0000154,"['Robert Schenkkan (screenplay by)', 'Andrew Knight (screenplay by)']","['nm0770938', 'nm0460795']","['Andrew Garfield', 'Sam Worthington', 'Luke Bracey']","['nm1940449', 'nm0941777', 'nm3478396']",71
tt1401152,['Jaume Collet-Serra'],nm1429471,"['Oliver Butcher (screenplay)', 'Stephen Cornwell (screenplay)']","['nm0124700', 'nm0180508', 'edits#writers']","['Liam Neeson', 'Diane Kruger', 'January Jones']","['nm0000553', 'nm1208167', 'nm0005064']",56
tt1226229,['Nicholas Stoller'],nm0831557,"['Nicholas Stoller', 'Jason Segel (characters)']","['nm0831557', 'nm0781981']","['Jonah Hill', 'Russell Brand', 'Elisabeth Moss']","['nm1706767', 'nm1258970', 'nm0005253']",65
tt1189340,['Brad Furman'],nm1026778,"['John Romano (screenplay)', 'Michael Connelly (novel)']","['nm0738908', 'nm0175093']","['Matthew McConaughey', 'Marisa Tomei', 'Ryan Phillippe']","['nm0000190', 'nm0000673', 'nm0000202']",63
tt0765446,['Cal Brunker'],nm2117510,"['Bob Barlen', 'Cal Brunker']","['nm1779809', 'nm2117510', 'edits#writers']","['Brendan Fraser', 'Sarah Jessica Parker', 'Jessica Alba']","['nm0000409', 'nm0000572', 'nm0004695']",35
tt2170439,['Sean Anders'],nm1890845,"['Sean Anders (screenplay by)', 'John Morris (screenplay by)']","['nm1890845', 'nm1898234', 'edits#writers']","['Jason Bateman', 'Jason Sudeikis', 'Charlie Day']","['nm0000867', 'nm0837177', 'nm0206359']",40
tt1424381,['Nimród Antal'],nm0030735,"['Alex Litvak', 'Michael Finch']","['nm0514821', 'nm3360218', 'edits#writers']","['Adrien Brody', 'Laurence Fishburne', 'Topher Grace']","['nm0004778', 'nm0000401', 'nm0333410']",51
tt1462769,['Peter Hedges'],nm0373282,"['Peter Hedges (screenplay)', 'Ahmet Zappa (story)']","['nm0373282', 'nm0953257']","['Jennifer Garner', 'Joel Edgerton', 'CJ Adams']","['nm0004950', 'nm0249291', 'nm2640264']",47
tt1742044,['Clint Eastwood'],nm0000142,"['Marshall Brickman (screenplay)', 'Rick Elice (screenplay)']","['nm0108613', 'nm1338811', 'edits#writers']","['John Lloyd Young', 'Erich Bergen', 'Michael Lomenda']","['nm1638365', 'nm2706992', 'nm4608989']",54
tt2557490,['Seth MacFarlane'],nm0532235,"['Seth MacFarlane', 'Alec Sulkin']","['nm0532235', 'nm1273148', 'edits#writers']","['Seth MacFarlane', 'Charlize Theron', 'Liam Neeson']","['nm0532235', 'nm0000234', 'nm0000553']",44
tt1622979,['Steven Quale'],nm0702797,"['Eric Heisserer', 'Jeffrey Reddick (characters)']","['nm2104063', 'nm0714695']","[""Nicholas D'Agosto"", 'Emma Bell', 'Arlen Escarpeta']","['nm0194900', 'nm0068187', 'nm0260224']",50
tt4218572,['Steve McQueen'],nm2588606,"['Gillian Flynn (screenplay by)', 'Steve McQueen (screenplay by)']","['nm5058839', 'nm2588606', 'edits#writers']","['Viola Davis', 'Michelle Rodriguez', 'Elizabeth Debicki']","['nm0205626', 'nm0735442']",84
tt1956620,['Jake Kasdan'],nm0440458,"['Kate Angelo (screenplay)', 'Jason Segel (screenplay)']","['nm1180074', 'nm0781981', 'edits#writers']","['Jason Segel', 'Cameron Diaz', 'Rob Corddry']","['nm0781981', 'nm0000139', 'nm1117791']",36
tt1262416,['Wes Craven'],nm0000127,['Kevin Williamson'],['nm0932078'],"['Neve Campbell', 'Courteney Cox', 'David Arquette']","['nm0000117', 'nm0001073', 'nm0000274']",52
tt1694020,['Anne Fletcher'],nm0281945,['Dan Fogelman'],['nm1557594'],"['Barbra Streisand', 'Seth Rogen', 'Julene Renee']","['nm0000659', 'nm0736622', 'nm0719444']",50
tt1657507,['Olivier Megaton'],nm0576298,"['Luc Besson (screenplay)', 'Robert Mark Kamen (screenplay)']","['nm0000108', 'nm0436543']","['Zoe Saldana', 'Michael Vartan', 'Callum Blue']","['nm0757855', 'nm0890232', 'nm0089485']",45
tt1590193,['Jaume Collet-Serra'],nm1429471,"['Byron Willinger (story by)', 'Philip de Blasi (story by)']","['nm2068778', 'nm2071379', 'edits#writers']","['Liam Neeson', 'Vera Farmiga', 'Patrick Wilson']","['nm0000553', 'nm0267812', 'nm0933940']",56
tt0082031,['Steve Gordon'],nm0330619,['Steve Gordon'],['nm0330619'],"['Dudley Moore', 'Liza Minnelli', 'John Gielgud']","['nm0001545', 'nm0591485', 'nm0000024']",69
tt4572514,['Peter Berg'],nm0000916,"['Peter Berg (screenplay)', 'Matt Cook (screenplay by)']","['nm0000916', 'nm3208946', 'edits#writers']","['Mark Wahlberg', 'Michelle Monaghan', 'J.K. Simmons']","['nm0000242', 'nm1157358', 'nm0799777']",69
tt0477302,['Stephen Daldry'],nm0197636,"['Eric Roth (screenplay)', 'Jonathan Safran Foer (novel)']","['nm0744839', 'nm1583636']","['Thomas Horn', 'Tom Hanks', 'Sandra Bullock']","['nm4223385', 'nm0000158', 'nm0000113']",46
tt1126618,['Roger Michell'],nm0585011,['Aline Brosh McKenna'],['nm0112459'],"['Rachel McAdams', 'Harrison Ford', 'Diane Keaton']","['nm1046097', 'nm0000148', 'nm0000473']",57
tt2139881,['Jonathan Levine'],nm1349522,"['Dan Sterling (screenplay by)', 'Liz Hannah (screenplay by)']","['nm1003839', 'nm2176283', 'edits#writers']","['Charlize Theron', 'Seth Rogen', 'June Diane Raphael']","['nm0000234', 'nm0736622', 'nm2053085']",67
tt1661382,['Peter Segal'],nm0781842,"['Tim Kelleher (screenplay)', 'Rodney Rothman (screenplay)']","['nm0445552', 'nm0745247', 'edits#writers']","['Robert De Niro', 'Sylvester Stallone', 'Kim Basinger']","['nm0000134', 'nm0000230', 'nm0000107']",35
tt3486626,['Cal Brunker'],nm2117510,"['Scott Bindley', 'Cal Brunker']","['nm0082839', 'nm2117510', 'edits#writers']","['Will Arnett', 'Maya Rudolph', 'Bobby Cannavale']","['nm0004715', 'nm0748973', 'nm0134072']",36
tt2592614,['Paul W.S. Anderson'],nm0027271,['Paul W.S. Anderson'],['nm0027271'],"['Milla Jovovich', 'Iain Glen', 'Ali Larter']","['nm0000170', 'nm0322513', 'nm0005123']",49
tt4481514,['Andrew Jay Cohen'],nm1157527,"[""Brendan O'Brien"", 'Andrew Jay Cohen']","['nm1895993', 'nm1157527']","['Will Ferrell', 'Amy Poehler', 'Ryan Simpkins']","['nm0002071', 'nm0688132', 'nm1364532']",30
tt0070379,['Martin Scorsese'],nm0000217,"['Martin Scorsese (screenplay)', 'Mardik Martin (screenplay)']","['nm0000217', 'nm0552731', 'edits#writers']","['Robert De Niro', 'Harvey Keitel', 'David Proval']","['nm0000134', 'nm0000172', 'nm0698998']",96
tt3522806,['Dennis Gansel'],nm0304541,"['Lewis John Carlino (based upon the characters created by)', 'Philip Shelby (story by)']","['nm0137573', 'nm1909937', 'edits#writers']","['Jason Statham', 'Jessica Alba', 'Tommy Lee Jones']","['nm0005458', 'nm0004695', 'nm0000169']",38
tt1430615,['Ken Kwapis'],nm0477129,"['Jack Amiel (screenplay)', 'Michael Begler (screenplay)']","['nm0024856', 'nm0066764', 'edits#writers']","['Drew Barrymore', 'John Krasinski', 'John Pingayak']","['nm0000106', 'nm1024677', 'nm4870585']",61
tt1649419,['J.A. Bayona'],nm1291105,"['Sergio G. Sánchez', 'María Belón (story)']","['nm1037221', 'nm5377442']","['Naomi Watts', 'Ewan McGregor', 'Tom Holland']","['nm0915208', 'nm0000191', 'nm4043618']",73
tt0763831,['Brian Robbins'],nm0005367,['Steve Koren'],['nm0466175'],"['Eddie Murphy', 'Cliff Curtis', 'Kerry Washington']","['nm0000552', 'nm0193295', 'nm0913488']",26
