,count,imdb_keys,movie_titles,average_domroi,average_worldroi
illegal immigrant,3,"['tt1972571', 'tt0985694', 'tt1508675']","['A Most Wanted Man', 'Machete', 'Le Havre']",0.1293006105050505,1.8550716646464647
male objectification',3,"['tt4779682', 'tt1981115', 'tt1124035']","['The Meg', 'Thor: The Dark World', 'The Ides of March']",0.32460900442924606,2.5506881966856647
high heels,3,"['tt2139881', 'tt1859650', 'tt1017451']","['Long Shot', 'To Rome with Love', 'The Runaways']",-0.3642453408812729,0.7018150673908609
actress shares first name with character,3,"['tt3152624', 'tt2414046', 'tt4266638']","['Trainwreck', 'Los insolitos peces gato', 'Krisha']",1.6616698901098903,1.9671871142857142
cure,3,"['tt4046784', 'tt1598778', 'tt1244659']","['Maze Runner: The Scorch Trials', 'Contagion', 'Extraordinary Measures']",0.0009785257858863454,1.631440998337153
dracula,3,"['tt0837562', 'tt2510894', 'tt0829150']","['Hotel Transylvania', 'Hotel Transylvania 2', 'Dracula Untold']",0.555331587745098,3.489357868837535
funeral',3,"['tt0944835', 'tt7784604', 'tt2950418']","['Salt', 'Hereditary', 'Greater']",0.8464218672364673,2.1571320287749285
3d,3,"['tt1633356', 'tt2172935', 'tt1529567']","['Shark Night 3D', 'Metallica Through the Never', 'Sea Rex 3D: Journey to a Prehistoric World']",-0.27853310444444446,0.5209108696296297
comicbook movie,3,"['tt0974015', 'tt1133985', 'tt1071875']","['Justice League', 'Green Lantern', 'Ghost Rider: Spirit of Vengeance']",-0.2484213329239766,0.9673366077777775
prince,3,"['tt0473075', 'tt2294629', 'tt1661199']","['Prince of Persia: Sands of Time', 'Frozen', 'Cinderella']",0.7475892566081871,4.2639291535672506
character says i love you,3,"['tt2726560', 'tt2231253', 'tt1185344']","['The Longest Ride', 'Wild Card', 'Princess Kaiulani']",-0.6001090947712417,-0.29379133137254904
alone,3,"['tt3659388', 'tt1542344', 'tt2017038']","['The Martian', '127 Hours', 'All is Lost']",0.2902175836964416,2.544901560820625
prime minister,3,"['tt4555426', 'tt1007029', 'tt2674454']","['Darkest Hour', 'The Iron Lady', 'Churchill']",0.38312171587301586,3.6805680634920637
tiger,3,"['tt6139732', 'tt3040964', 'tt0454876']","['Aladdin', 'The Jungle Book', 'Life of Pi']",0.4924159925885226,3.69289300506105
double cross,3,"['tt1985966', 'tt2702724', 'tt4981636']","['Cloudy with a Chance of Meatballs 2', 'The Boss', 'Middle School: The Worst Years of My Life']",1.0215618242315492,1.9908348673826735
danger,3,"['tt2106361', 'tt1397280', 'tt2967224']","['Into the Storm', 'Taken 2', 'Hot Pursuit']",0.682640889100529,3.236402617248677
pedophile,3,"['tt0808526', 'tt1529572', 'tt1640459']","['Life During Wartime', 'Trust', 'Hobo with a Shotgun']",-0.8909982962962962,-0.8763781851851852
new york city new york,3,"['tt0896923', 'tt1174730', 'tt1645080']","['The City of Your Final Destination', 'City Island', 'The Art of Getting By']",-0.49037533232931735,-0.32581529082998667
child,3,"['tt1305591', 'tt1656190', 'tt1586752']","['Mars Needs Moms', 'Safe', 'Machine Gun Preacher']",-0.77332277010101,-0.45161266101010106
informant,3,"['tt1355683', 'tt0882977', 'tt1416801']","['Black Mass', 'Snitch', 'Kill the Irishman']",0.38057337882599596,0.9414657587002098
cowgirl sex position,3,"['tt1423894', 'tt2531344', 'tt1860213']","[""Barney's Version"", 'Blockers', 'Dirty Grandpa']",1.072371530020704,3.636819295721187
no survivors,3,"['tt1709143', 'tt2109184', 'tt2473682']","['The Last Days on Mars', 'Paranormal Activity 4', 'Paranormal Activity: The Marked Ones']",4.758271158490566,14.58974206037736
man wrapped in a towel,3,"['tt0817230', 'tt1038919', 'tt1555064']","[""Valentine's Day"", 'The Bounty Hunter', 'Country Strong']",0.6543005643874645,1.8584884980056982
sole survivor,3,"['tt1454468', 'tt1020558', 'tt3118452']","['Gravity', 'Centurion', 'Circle']",-0.16499937878787882,1.279011146464647
spanking,3,"['tt2322441', 'tt1403865', 'tt5726086']","['Fifty Shades of Grey', 'True Grit', 'Insidious: The Last Key']",4.273790345238095,11.75714118452381
2010s',3,"['tt5177088', 'tt2436386', 'tt2309260']","['The Girl in the Spiderâ\x80\x99s Web', 'Project Almanac', 'The Gallows']",75.61710117764858,139.0402530587855
disease,3,"['tt4046784', 'tt1244659', 'tt5001718']","['Maze Runner: The Scorch Trials', 'Extraordinary Measures', 'Everything, Everything']",0.7180270980081085,2.920703342781597
travel,3,"['tt1320261', 'tt3622592', 'tt1183923']","[""Gulliver's Travels"", 'Paper Towns', 'Welcome to the Rileys']",0.02131179583333324,2.076017831746032
siblings,3,"['tt3513498', 'tt0808526', 'tt1571249']","['The LEGO Movie 2: The Second Part', 'Life During Wartime', 'The Skeleton Twins']",1.1385351279461282,1.5940725252525254
poetry,3,"['tt1563738', 'tt5247022', 'tt4686108']","['One Day', 'Paterson', 'Spoken Word']",-0.5471575555555556,1.0324704444444441
undead,3,"['tt1611224', 'tt1588173', 'tt1134854']","['Abraham Lincoln: Vampire Hunter', 'Warm Bodies', ""George A. Romero's Survival of the Dead""]",-0.06908278694885357,0.9661652105820107
military industrial complex,3,"['tt1243974', 'tt1413492', 'tt1291584']","['Aloha', '12 Strong', 'Warrior']",-0.19186898635778638,0.22890221724581727
child kidnapping,3,"['tt1392214', 'tt1458169', 'tt1911644']","['Prisoners', 'Kidnap', 'The Call']",1.28047784375,2.1929770665545205
dead body in a car trunk,3,"['tt3063516', 'tt1416801', 'tt1582507']","['Jackass Presents: Bad Grandpa', 'Kill the Irishman', 'House at the End of the Street']",2.826884844927537,4.739255183091788
aerial camera shot,3,"['tt2465146', 'tt1433822', 'tt0954947']","['And So It Goes', 'The Apparition', 'The Killer Inside Me']",-0.6168728482487013,-0.3668230778448131
library,3,"['tt3783958', 'tt0816442', 'tt5990474']","['La La Land', 'The Book Thief', 'Columbus']",2.379690944736842,7.969522057518797
micro mini skirt,3,"['tt1856101', 'tt3152624', 'tt1137450']","['Blade Runner 2049', 'Trainwreck', 'Death Wish']",0.5934750892320892,1.3510807037752037
close up of eye,3,"['tt1446192', 'tt1320261', 'tt6811018']","['Rise of the Guardians', ""Gulliver's Travels"", 'The Kid Who Would Be King']",-0.5400870723334307,0.5562093363307451
penis,3,"['tt1240982', 'tt1855401', 'tt3569356']","['Your Highness', ""Tim and Eric's Billion Dollar Movie"", 'Not Cool']",-0.8187719222222222,-0.7861355244444445
falling from height,3,"['tt1300854', 'tt1375666', 'tt2908446']","['Iron Man 3', 'Inception', 'The Divergent Series: Insurgent']",0.6856695626136364,3.660499463560606
suicidal,3,"['tt1321860', 'tt2674426', 'tt1003034']","['The Beaver', 'Me Before You', 'Perrierâ\x80\x99s Bounty']",-0.04713048737373745,2.5512242927849926
running away,3,"['tt2096673', 'tt6495770', 'tt1441326']","['Inside Out', 'Action Point', 'Martha Marcy May Marlene']",0.7614190735839599,2.5296246664661655
man wears a tank top,3,"['tt4501244', 'tt3960412', 'tt4832640']","['Why Him?', 'Popstar: Never Stop Never Stopping', 'Sultan']",-0.1428848157894737,2.400808773524721
south africa,3,"['tt1599348', 'tt2304771', 'tt1551641']","['Safe House', 'Mandela: Long Walk to Freedom', 'Winnie Mandela']",-0.42452822446311855,0.10385727301587304
immigration,3,"['tt1951181', 'tt1981703', 'tt1758692']","['The Immigrant', 'The Harvest/La Cosecha', 'Like Crazy']",3.5713427380952383,4.131428800595239
loss,3,"['tt4682786', 'tt1226232', 'tt6265828']","['Collateral Beauty', 'The Greatest', 'A Ghost Story']",4.60961549074074,9.029049898148148
ring,3,"['tt1133985', 'tt0963966', 'tt1294161']","['Green Lantern', ""The Sorcerer's Apprentice"", 'The Exploding Girl']",-0.46100014875,0.033130653333333315
team,3,"['tt1860353', 'tt4183692', 'tt1470023']","['Turbo', 'Woodlawn', 'MacGruber']",-0.14172619468186134,0.3653754969610637
underwear,3,"['tt2091256', 'tt1294213', 'tt1477837']","['Captain Underpants: The First Epic Movie', 'Solitary Man', 'Cedar Rapids']",-0.006585495438596452,0.4886845414035088
loss of husband,3,"['tt6850820', 'tt2547584', 'tt6265828']","['Peppermint', 'The Light Between Oceans', 'A Ghost Story']",4.997342623333333,9.29464564
boxer,3,"['tt6343314', 'tt1798684', 'tt0964517']","['Creed II', 'Southpaw', 'The Fighter']",3.1907844650505055,5.387168385050504
rogue agent,3,"['tt1843866', 'tt2381249', 'tt1489889']","['Captain America: The Winter Soldier', 'Mission: Impossibleâ\x80\x94Rogue Nation', 'Central Intelligence']",0.7923410718954248,3.379551144313725
iceland,3,"['tt0359950', 'tt3074732', 'tt1645089']","['The Secret Life of Walter Mitty', 'Hross i oss', 'Inside Job']",-0.06764278241758241,0.9884088347985348
technology,3,"['tt3410834', 'tt2209764', 'tt4287320']","['The Divergent Series: Allegiant', 'Transcendence', 'The Circle']",-0.343111535993266,0.6175568441750842
unconventional romance,3,"['tt1341188', 'tt1045658', 'tt2350496']","['How Do You Know?', 'Silver Linings Playbook', 'The Lunchbox']",2.0103434458450047,5.2887679996031745
stock market,3,"['tt1027718', 'tt1205537', 'tt0086465']","['Wall Street 2: Money Never Sleeps', 'Jack Ryan: Shadow Recruit', 'Black or White']",0.3297976719576719,1.1980523105820104
"""alzheimer's disease""",3,"['tt1318514', 'tt3316960', 'tt1832382']","['Rise of the Planet of the Apes', 'Still Alice', 'Jodaeiye Nader az Simin']",3.835014050179211,13.64566713064516
spaghetti western,3,"['tt1210819', 'tt1702425', 'tt5717194']","['The Lone Ranger', 'Casa de mi Padre', 'Redemption Road']",-0.5591918502854633,-0.2113122593763724
earthquake,3,"['tt2126355', 'tt2006295', 'tt2893490']","['San Andreas', 'The 33', 'Manglehorn']",-0.3556659581818182,0.8277310833333335
corporation,3,"['tt1855325', 'tt1374992', 'tt2091473']","['Resident Evil: Retribution', 'Upside Down', 'Promised Land']",-0.6133204663247863,0.6854387095726496
quest,3,"['tt1790809', 'tt0082186', 'tt0477302']","['Pirates of the Caribbean: Dead Men Tell No Tales', 'Clash of the Titans', 'Extremely Loud and Incredibly Close']",-0.049275962797101454,1.9180171690869565
australian,3,"['tt3007512', 'tt0163924', 'tt0112173']","['The Water Diviner', 'All Saints', 'Above and Beyond']",0.10329734017094012,0.524441080911681
arab,3,"['tt2980210', 'tt3576728', 'tt1077262']","['A Hologram for the King', 'Bilal: A New Breed of Hero', 'Ajami']",-0.7471394206349206,0.027057798412698435
ancient greece,3,"['tt1253863', 'tt0119282', 'tt1043726']","['300: Rise of an Empire', 'Hercules', 'The Legend of Hercules']",-0.3449798256277057,1.0943892613852817
directed by star,3,"['tt1321860', 'tt2170299', 'tt3569356']","['The Beaver', 'Bad Words', 'Not Cool']",-0.7103997555555557,-0.643595992063492
sleepwalking,3,"['tt2053463', 'tt1573072', 'tt1480658']","['Side Effects', 'Housefull', 'Eddie: The Sleepwalking Cannibal']",-0.6030717303316045,0.3599975855099797
child in jeopardy,3,"['tt1235796', 'tt1074206', 'tt1778304']","['Ondine', 'Le passÃ©', 'Paranormal Activity 3']",6.006197688888889,13.474500919444445
psychological drama,3,"['tt1341188', 'tt0466893', 'tt5114154']","['How Do You Know?', 'Margaret', 'Let There Be Light']",-0.11123360317460314,-0.042713778174603124
flower,3,"['tt0398286', 'tt4082068', 'tt1336617']","['Tangled', 'Dheepan', 'Cyrus']",-0.37765773080993087,0.5164259768009768
architecture,3,"['tt1375666', 'tt3214286', 'tt5990474']","['Inception', 'Beyond the Brick: A LEGO Brickumentary', 'Columbus']",0.12771407291666667,1.3033347660714287
no music,3,"['tt1778304', 'tt1536044', 'tt1320244']","['Paranormal Activity 3', 'Paranormal Activity 2', 'The Last Exorcism']",22.951197170370374,45.51990056296297
nipples,3,"['tt0094947', 'tt0090583', 'tt1971352']","['Dangerous Liaisons', 'About Last Night', 'Compliance']",0.6415332746893959,1.462945192131101
unlikely friendship,3,"['tt5816682', 'tt1727388', 'tt2994190']","['Victoria and Abdul', 'The Way Way Back', 'Camp X-Ray']",0.7898880158730157,1.9076073174603174
tough woman,3,"['tt1509767', 'tt1598828', 'tt1764183']","['The Three Musketeers', 'One for the Money', 'Arbitrage']",-0.4948989783068783,0.8006434595238096
iraq,3,"['tt2179136', 'tt2377322', 'tt1462758']","['American Sniper', 'Deliver Us from Evil', 'Buried']",1.5270714361069835,6.6899246392161835
abusive husband,3,"['tt2752772', 'tt1126590', 'tt1065073']","['Sinister 2', 'Big Eyes', 'Boyhood']",2.5224307833333337,6.486823983333333
dead woman,3,"['tt1764183', 'tt1582507', 'tt1612774']","['Arbitrage', 'House at the End of the Street', 'Rubber']",0.8140472004830919,2.5798673997584545
erection,3,"['tt2004420', 'tt1441395', 'tt6857166']","['Neighbors', 'Under the Skin', 'Book Club']",4.130448460373156,7.235813502394877
fictional war,3,"['tt0803096', 'tt1535108', 'tt2328813']","['Warcraft', 'Elysium', 'Trudno byt bogom']",-0.641643385813492,0.6834369731150792
based on a novel,3,"['tt8080292', 'tt1568921', 'tt1541995']","['The Watch', 'Kari gurashi no Arietti', 'Snow Flower and the Secret Fan']",-0.43874740338164253,2.232900199604743
spoof,3,"['tt7424200', 'tt2243537', 'tt4191580']","['Teen Titans Go! To The Movies', 'A Haunted House', 'Meet the Blacks']",8.701184859259259,12.079646759259257
panties',3,"['tt2967224', 'tt1226753', 'tt1352824']","['Hot Pursuit', 'The Debt', 'Chloe']",-0.07218626007326005,0.5150633476190477
loss of son,3,"['tt0803096', 'tt3882082', 'tt1798243']","['Warcraft', 'The Boy', 'Rudderless']",0.2961053812500001,2.1983510854166672
speech,3,"['tt0947810', 'tt4555426', 'tt1321860']","['Green Zone', 'Darkest Hour', 'The Beaver']",-0.23911998777777785,1.080807819047619
africa,3,"['tt1825683', 'tt0918940', 'tt2304771']","['Black Panther', 'The Legend of Tarzan', 'Mandela: Long Walk to Freedom']",0.48055760656084656,2.177882396349206
colombia,3,"['tt3532216', 'tt2515030', 'tt1082807']","['American Made', 'Escobar: Paradise Lost', 'The Belko Experiment']",0.02390705882352943,0.7668081152941176
emotional abuse,3,"['tt0094947', 'tt2503944', 'tt2582802']","['Dangerous Liaisons', 'Burnt', 'Whiplash']",0.5501914415977961,3.6930642438016528
wrestler,3,"['tt4832640', 'tt1183672', 'tt3103166']","['Sultan', 'La fille du RER', 'The Masked Saint']",-0.8052004021164021,1.23692081000481
dictator,3,"['tt1951264', 'tt0032553', 'tt2788710']","['The Hunger Games: Catching Fire', 'The Dictator', 'The Interview']",0.4410423283216783,2.234955662237762
swimming,3,"['tt1469304', 'tt3464902', 'tt2199543']","['Baywatch', 'The Lobster', 'Praia do Futuro']",0.005480700000000042,1.3752133685185184
pool,3,"['tt1615918', 'tt5220122', 'tt1285009']","['Alvin and the Chipmunks: Chipwrecked', 'Hotel Transylvania 3: Summer Vacation', 'The Strangers: Prey at Night']",2.042353751602564,5.154846409935897
female bonding,3,"['tt1850457', 'tt5074352', 'tt1151410']","['Sisters', 'Dangal', 'Tanner Hall']",0.4025250204678363,10.517440637426901
death of husband,3,"['tt1646971', 'tt1322269', 'tt6265828']","['How to Train Your Dragon 2', 'August: Osage County', 'A Ghost Story']",5.226080740229885,10.321966133333333
masked killer,3,"['tt8155288', 'tt1999890', 'tt1853739']","['Happy Death Day 2U', 'Hell Fest', ""You're Next""]",6.876773895622896,11.43754587878788
mable madea simmons character,3,"['tt2609758', 'tt5325452', 'tt0795461']","[""Tyler Perry's A Madea Christmas"", 'Tyler Perryâ\x80\x99s Boo! A Madea Halloween', 'Scary Movie V']",1.45428022,2.2309167866666666
group therapy,3,"['tt1213663', 'tt7545524', 'tt0935075']","[""The World's End"", 'Ben is Back', 'Rabbit Hole']",-0.3230285653846154,0.4524801961538462
monkey,3,"['tt6139732', 'tt1109624', 'tt4877122']","['Aladdin', 'Paddington', 'The Emoji Movie']",0.4877855134398934,3.1462962965834165
epic battle,3,"['tt2310332', 'tt3576728', 'tt1486193']","['The Hobbit: The Battle of the Five Armies', 'Bilal: A New Breed of Hero', '5 Days of War']",-0.6538994993333334,0.2704155113333333
alien creature,3,"['tt0084787', 'tt1772240', 'tt1470827']","['The Thing', 'Apollo 18', 'Monsters']",0.48645149473684207,4.769543705263158
near future,3,"['tt1631867', 'tt1981128', 'tt5968394']","['Edge of Tomorrow', 'Geostorm', 'Captive State']",-0.6205697685393258,0.5497948464794008
loneliness,3,"['tt1798709', 'tt2893490', 'tt6265828']","['Her', 'Manglehorn', 'A Ghost Story']",4.697570195652173,8.997086221014493
john f. kennedy character,3,"['tt1399103', 'tt4778988', 'tt2345112']","['Transformers: Dark of the Moon', 'LBJ', 'Parkland']",-0.3350969867521367,1.016674258547009
impalement,3,"['tt0829150', 'tt2515034', 'tt1748227']","['Dracula Untold', 'The Gunman', 'The Collection']",-0.41747395833333334,0.5000584678571428
machine gun,3,"['tt6565702', 'tt1320253', 'tt1641841']","['Dark Phoenix', 'The Expendables', 'Skin Trade']",-0.540250212543554,0.23319784204413488
vacation,3,"['tt1524930', 'tt6802308', 'tt1727388']","['Vacation', 'The 15:17 to Paris', 'The Way Way Back']",1.4697458229390679,2.5136150035842295
teenage superhero,3,"['tt2250912', 'tt4633694', 'tt3014284']","['Spider-Man: Homecoming', 'Spider-Man: Into The Spider-Verse 3D', 'The Lego Ninjago Movie']",0.6232118857142858,2.6512730396825397
mockumentary,3,"['tt3960412', 'tt3567288', 'tt2247692']","['Popstar: Never Stop Never Stopping', 'The Visit', '2016: Obamaâ\x80\x99s America']",7.952001299999999,10.184131866666668
intelligence agency,3,"['tt1074638', 'tt2873282', 'tt1972571']","['Skyfall', 'Red Sparrow', 'A Most Wanted Man']",0.11677745683574876,2.3574906446618358
misogyny,3,"['tt7634968', 'tt4669788', 'tt1630036']","['What Men Want', 'On the Basis of Sex', 'Courageous']",6.074280000000001,6.664068666666666
fairy,3,"['tt5523010', 'tt0808510', 'tt0485601']","['The Nutcracker and the Four Realms', 'Tooth Fairy', 'The Secret of Kells']",-0.41682238544018063,0.35842267469275146
saving a life,3,"['tt1854564', 'tt1588334', 'tt6423362']","['Percy Jackson: Sea of Monsters', 'Jeff, Who Lives at Home', 'The Sun is Also a Star']",-0.4204271185185185,0.10212217407407405
near death experience,3,"['tt1212419', 'tt2039338', 'tt1929263']","['Hereafter', 'Flatliners', 'Heaven is for Real']",2.038200884444444,3.2805279611111104
mother son relationship',3,"['tt2119532', 'tt1974420', 'tt1727388']","['Hacksaw Ridge', 'Rules Donâ\x80\x99t Apply', 'The Way Way Back']",1.0391883721910111,2.246125700811486
helicopter crash,3,"['tt0369610', 'tt4465564', 'tt1091191']","['Jurassic World', 'Fifty Shades Darker', 'Lone Survivor']",1.7472750830338264,5.116242075687103
vietnam war,3,"['tt6294822', 'tt2473602', 'tt1673697']","['The Post', 'Get on Up', 'The Sapphires']",-0.023538150370370364,1.3241406962962963
prehistory,3,"['tt1667889', 'tt4244998', 'tt4701724']","['Ice Age: Continental Drift', 'Alpha', 'Early Man']",-0.1445187470519436,3.039944111661507
new york city',3,"['tt3498820', 'tt1606378', 'tt1618442']","['Captain America: Civil War', 'A Good Day to Die Hard', 'The Last Witch Hunter']",-0.09783678466666663,2.167523517333333
muslim,3,"['tt5816682', 'tt1972571', 'tt3863552']","['Victoria and Abdul', 'A Most Wanted Man', 'Bajrangi Bhaijaan']",-0.05414787301587302,4.00772159096459
